LON,LAT,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
274.712677002,49.4578094482,7.182607793053142,7.556447411351103,5.017565758837684,6.5004659172248855,7.518141454928189,7.043306951965511,7.586969747629485,8.456097650866429,8.297268218042502,8.896860426916895,5.186296253617325,6.904785304054345,5.264669363218459,8.333078449738958,9.224010521371845,6.904937143136208,6.704098377335185,10.455201077199629,7.666737203074491,9.103323565362505,7.4505435783607235,7.886904459403563,10.109250952867983,6.63989572587056,6.267794626730052,8.040446956068246,5.1788202482596875,6.867802734066603,7.80553371805879,7.810586080012998,8.132585239283328,5.591530928254493,6.101915363016459,6.201575776398635,5.360418538235806,5.526894054809196,5.004133162206617,8.471678412226149,5.454959640761006,5.529390093926532,8.324125552643064,8.226768837541368,5.453277642424209,6.198082979314946,6.1684983053593,7.124532388434327,5.742616485410582,5.708558088995967,6.76123532865265,6.492209398993945,7.465780087154001,7.690738472100473,8.15687848764481,6.850909244292704,6.2384687887431625
274.763641356999,49.6753120421999,7.309346888423369,7.560365272795524,5.425144873574819,6.66449067594912,8.191639973107689,7.850762083761693,8.017536263813,8.423631252449438,8.463538033221493,9.199953668893286,5.385202310026635,7.38475440569281,5.323387624427925,8.653747470849284,8.780518262033535,6.594320494168981,6.45245755284768,10.379741546087057,7.748407973445116,8.810089388986816,7.640574449789573,8.089697757561675,9.786973141272748,7.252716519725556,6.837767418714874,8.326929692001457,5.44726662893313,6.5146140071882375,7.74098665059124,7.8804948318652555,7.993237295949517,6.228028227871475,6.159904335136416,6.1853122763138835,4.98247038779375,5.8432395771984496,5.156775972216678,7.806186392990069,5.787983600950616,5.923628915919514,8.24727106852645,8.080640023918415,5.6505653274281356,6.547521667117877,6.436378088737007,7.575959494786635,6.046852902761572,5.392217345982378,6.567289739214586,7.10766317253606,8.311398082586612,8.042504697074063,9.616507637502195,6.984594768467685,5.642970754414821
274.742218018,48.1197662354,6.1357535583220795,8.030758601884745,5.245149760897064,7.263365565381826,7.785868868707803,5.380607870321285,8.051715835882083,8.123762649025837,8.812997631430433,8.95235105152727,5.354574457121118,5.325246019705556,4.521187230456918,7.160670239653427,7.768520873119053,6.241119896307639,7.101221123967052,7.024932277852538,5.921741713023183,6.559882442117801,7.525782010077603,5.995346394843074,7.008940498499197,6.942963400936875,4.934990047215681,6.803330109531156,6.2155668337257985,5.125507054515488,7.6245443933557775,6.06618290689527,9.263407135127393,4.657938526211188,4.1283447157590745,3.884222144223277,5.308059719362278,5.8210834089432755,4.740841400425528,6.886837505065397,3.7228829315427845,4.683460729207614,7.1969039332540765,8.506593526026437,4.657620670432906,4.423854092761828,3.810574304276234,6.588013607136579,3.3673650286901324,5.370427644058535,6.745671400368079,4.161181766007592,6.3963896702288,7.232376281573461,5.095640318800767,4.49605605298311,5.2358320379186996
274.791931152,48.3372650146,6.628542217046059,8.37879308170772,5.252970868472628,7.727857612361021,6.926637908074218,5.387432785016226,7.600917432223541,8.175489970327623,7.969828062341781,9.140261821688943,4.947024739408647,5.421437388160862,4.873005692130065,7.007358771141368,7.644925933533849,5.9664837526581,7.109475200909518,7.310658476977399,6.709318153743708,7.136777515695428,7.3190877007208766,6.065639947595722,7.294592135705571,5.848292224364337,4.837358166159335,6.585201655860233,5.961710132808278,5.02243913161545,8.09861874121081,6.624292041235398,9.66770546346205,4.675788315711561,5.049665391058997,4.600320861855277,5.645154373759767,5.211951437198062,5.398402526387855,6.5754891532110955,4.238095513212893,4.672941280495351,7.050614079542328,8.999119515461086,5.096950471944798,5.748537911121396,3.919361349545607,6.536492411709446,4.114738371058197,5.007000529346822,7.462856754294094,4.379835550390179,6.74144064154467,6.533586054218015,5.940750947963191,4.798586980117935,6.139989427587774
274.842041015999,48.5547485351999,6.556658458313593,8.24627366217885,5.135324965578008,7.517220989818396,6.703645292992419,5.29531566558765,7.884588893979578,8.566422167262834,8.210456013685329,9.017071871011225,4.990177727553392,5.519966642249248,5.286581809301815,7.542984700120952,7.408269998180943,6.2788686639343245,7.112111059619559,7.581892549173244,6.695748578194739,7.6367770792213845,6.950200063784315,6.424965445692044,8.751207064574212,5.763428853222951,5.726056040611884,6.692114079197416,5.896929213466145,5.310468897471699,7.900013897293767,7.585150893037864,8.91881904091381,5.017066082124325,5.333807304809792,5.020263830737308,6.0344671563578105,5.036751797148447,5.294717905673162,6.9182939936701855,4.6132475263828265,4.676199964319346,7.457174719271798,9.030141707833879,5.050695630102781,5.736224978474388,4.3525871583250195,6.541277109823476,4.667954446791294,5.042338240576308,7.273934264751129,4.6814265557385815,6.815261047634669,7.217254556902545,5.856977700453058,5.135084192715961,6.44502686714739
274.892547606999,48.7721977233999,6.768949107475294,8.126884870601613,5.281062112011881,6.888896896379306,6.904365595475901,5.052556887936347,7.687339254451288,8.771405851842351,8.408357922691728,9.173680392239314,4.901156056243523,5.556096422705687,5.419209725555157,7.110984626285211,7.981251407773978,6.366643177912011,7.713501740044425,8.250716007600948,6.9736568674663,7.9251196251516065,6.786969380473891,7.423736026422512,9.55174523417539,6.020469930937842,6.7952646859179255,7.241835768102716,5.721325511400981,5.624338241625589,7.9725783093651135,7.828402042527974,8.689987174011398,5.060352192576571,5.202841008369566,5.393458278833226,5.743985702097794,5.05735266433008,4.850344596248639,7.408121935940121,4.671923990203555,4.716095946667106,7.638889149332549,9.194284656811183,5.254469468486976,5.547608597218066,4.322619796960415,6.45198797762761,5.284161957784431,4.963578394144428,7.222830055438899,4.864446434900579,6.588840112959094,7.484938242213981,6.315760668537029,5.491422700266695,6.535575080931882
274.943511962999,48.9896316528,7.375683767691655,7.257220343618089,5.284037199825468,6.827399447991817,6.4753245111218645,5.205441658658051,7.073536596001593,9.110218256474564,8.568438073672347,9.314957986154077,4.740267989344747,5.749156501246541,5.452540144686355,7.1154957128506116,8.588649416164435,6.471505822712867,7.523115236227691,9.175725525068103,7.023224491152138,8.683051334348358,7.3069262898814715,7.919396082592139,9.52706266854496,6.322434702296638,6.378458057397064,7.102552117015206,5.200030044531557,6.332933474261527,8.006565091460155,7.911583176296387,8.215129399467507,5.111616949933721,5.442852954568313,5.433797773378704,5.680080937998099,5.202360950924907,4.7852972319490625,7.634105072312527,4.327825048597939,4.944820511233981,7.4195183745785895,9.096314221904898,5.254572626367945,5.435716606413242,4.750413731332777,6.519869513715046,5.626593559715417,5.308431486239975,7.290837716166668,5.113741826106967,6.760284221636223,7.346384975813087,6.739147178482813,5.750064274462145,6.320432624168313
274.994903564,49.2070388794,7.008954134740692,7.003498019058659,5.107876137277091,7.553380160824293,6.710380583095345,6.654035245791377,7.523739031475883,8.523716986159288,8.782857017816722,9.202459122175881,4.9585981518282605,6.727795577623539,5.3877605679526495,7.822784828638685,9.514718575183306,6.562667469844033,7.678628464206187,9.85227660949216,7.370552966919016,8.857475207831204,7.574031697640247,8.219415551755452,9.782908344545604,7.009033510694904,6.4293595631655585,7.362932918793845,5.4338727025392535,6.741556518302411,8.055674074991302,7.484900287914069,8.034922788009645,5.3252046121803875,6.072355492962959,6.048935558002969,5.839524472972812,5.73291257569118,5.0038173712147564,8.219140951991275,5.190062045627609,5.300275632261248,7.462984473320641,9.07348204540212,5.428252846073409,5.782320017663106,5.7903077408366075,6.578959162139312,5.428480537642206,5.354817173769188,7.359132623633197,5.385021162119618,7.0664917376831635,7.769077377672504,7.354126688615397,6.188825393564096,6.296127527927804
275.046813965,49.4244194031,7.360591925595236,7.461795716368651,5.094105311555117,6.959840648634527,7.206224610952357,7.213527312586026,7.782825775272782,8.396796676227169,8.679044204088527,9.055085518400006,5.124238181197462,7.2393629101925985,5.357013610936093,8.196856719855477,8.89841326329716,6.796383372898508,7.069291189763534,10.6321479344067,7.744824412384378,8.800563329659633,7.389926129686521,8.095902786366057,9.619399166961497,6.836094060313354,6.4991615572973265,7.960582633288912,5.458445378558547,6.726715742155222,8.259423886662178,7.828979442150485,7.883658222331522,5.764016532089811,6.257266835225983,5.979001089087022,5.72400015851098,5.6391954059076115,5.026056285736958,8.113510276087203,5.538016045863991,5.61082825462508,8.359920395512415,8.759002781294996,5.49481085448642,6.232727699864309,6.091008605718687,7.060313540805918,5.435873988651103,5.4794439910124995,6.877109816520809,5.7802706517892375,7.479424594150787,7.490269944540591,8.137711640231357,6.53549795879617,6.216757155598932
275.099121093999,49.641784668,7.0327865808194066,7.663982125114749,5.423062644749915,7.291415567060193,7.511484509599406,7.935596441892916,8.080069131804635,8.713044149439167,8.763135279835861,9.44328908621682,5.43698573566685,7.475733580283284,5.52580440671126,8.959740290797944,9.167368770424531,7.062859298542905,6.744459858216912,10.705885033950114,7.672991038115844,9.186831310909309,7.4974628885659875,8.443719980345781,9.342225747446099,7.6559586720271495,6.903390256950376,8.418676060483381,5.50638691587754,6.626238963331657,8.297895224555127,8.021462422248929,7.859854559149109,6.227606486473576,6.170206252137603,6.37943132593163,5.259677650234391,5.907317750638411,5.231712314862903,7.949021812713525,6.173192667368626,5.940456445435994,8.540340638135829,9.225471770331481,5.721099831397916,6.738957156331497,6.263471517988015,7.575241315572174,5.9419586207812465,5.685455020374013,7.103510947192059,6.7862838187088865,8.061108526855636,8.074010121757857,9.215834788270941,7.029459367358589,6.378837036491128
